mbs,tp,dp,pp,node placement,partition,estimated time (step/s),pipeline time,DP all-reduce time,embedding layer all-reduce time,price_per_step,is_oom,oom_gpumem,is_zero_oom,zerooom_gpumem
8,1,2,4.0,['p4d.24xlarge'],"[13, 12, 13, 12]",0.8284868001937866,0.8221390408260629,0.006347793620079756,0,0.01508425917112827,False,tensor([8.3989]),False,tensor([7.3805])
8,1,1,8.0,['p4d.24xlarge'],"[7, 6, 6, 6, 7, 6, 6, 6]",0.8678770661354065,0.8678770714238622,0.0,0,0.015801437743127342,False,tensor([4.4614]),False,tensor([4.4614])
16,1,8,1.0,['p4d.24xlarge'],[50],0.8884839415550232,0.8788021206855774,0.009681802242994308,0,0.016176627123892305,True,tensor([56.6190]),True,tensor([49.4498])
8,1,8,1.0,['p4d.24xlarge'],[50],0.891211986541748,0.8815301656723022,0.009681802242994308,0,0.016226296638965604,False,tensor([32.5479]),False,tensor([25.7200])
4,1,1,16.0,"['p4d.24xlarge', 'g5.24xlarge']","[5, 5, 5, 5, 5, 4, 3, 3, 2, 2, 2, 2, 2, 1, 2, 2]",0.9208747148513794,0.9208746899149493,0.0,0,0.01821725520625379,False,tensor([2.2583]),False,tensor([2.2583])
4,1,1,16.0,"['g5.24xlarge', 'p4d.24xlarge']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 5, 5, 5, 5]",0.9490184783935547,0.9490184558321074,0.0,0,0.027413400490125014,False,tensor([2.2583]),False,tensor([2.2583])
4,1,2,8.0,"['p4d.24xlarge', 'g5.24xlarge']","[13, 12, 5, 5, 4, 4, 3, 4]",0.9495331048965454,0.9431853554316995,0.006347793620079756,0,0.01878419139945507,False,tensor([5.7271]),False,tensor([4.7087])
4,1,2,4.0,['p4d.24xlarge'],"[13, 12, 13, 12]",0.9628723859786987,0.956524622988736,0.006347793620079756,0,0.017531017531514165,False,tensor([5.7271]),False,tensor([4.7087])
4,1,1,8.0,['p4d.24xlarge'],"[7, 6, 6, 6, 7, 6, 6, 6]",0.996032178401947,0.9960321885313413,0.0,0,0.01813475787216425,False,tensor([3.1255]),False,tensor([3.1255])
8,1,1,16.0,"['g5.24xlarge', 'p4d.24xlarge']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 5, 5, 5, 5]",1.0159971714019775,1.015997218331083,0.0,0,0.029348150737404818,False,tensor([3.1489]),False,tensor([3.1489])
