mbs,tp,dp,pp,node placement,partition,estimated time (step/s),pipeline time,DP all-reduce time,embedding layer all-reduce time,price_per_step
1,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 6, 5, 7]",1.3870526552200317,1.3537373659155434,0.0011508907191455364,0.03216448053717613,0.027924683464255595
1,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.3870798349380493,1.353764545633561,0.0011508907191455364,0.03216448053717613,0.027925230656908617
1,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.3870798349380493,1.353764545633561,0.0011508907191455364,0.03216448053717613,0.027925230656908617
1,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 6, 6, 6, 7, 5, 6, 7]",1.388853669166565,1.3555383854500118,0.0011508907191455364,0.03216448053717613,0.027960942177421514
1,2,2,8.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.4074022769927979,1.353316084248945,0.021921727806329727,0.03216448053717613,0.017739523811340332
2,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.4368351697921753,1.4207528439087296,0.0,0.016082240268588066,0.028926924407488768
2,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 11, 14]",1.4401527643203735,0.9969843316965104,0.3145105540752411,0.12865792214870453,0.028993715510706106
2,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 11, 14]",1.4401527643203735,0.9969843316965104,0.3145105540752411,0.12865792214870453,0.028993715510706106
4,1,2,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[5, 4, 4, 4, 4, 4, 4, 3, 2, 3, 2, 3, 2, 3, 1, 2]",1.440260648727417,1.3745758344110348,0.0013558294158428907,0.06432896107435226,0.02899588748154375
4,1,2,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[5, 4, 4, 4, 4, 4, 4, 3, 2, 3, 1, 2, 2, 3, 2, 3]",1.4455838203430176,1.3798990466865673,0.0013558294158428907,0.06432896107435226,0.029103055642631315
4,1,2,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[5, 4, 4, 4, 4, 4, 4, 3, 2, 3, 2, 3, 1, 2, 2, 3]",1.4510798454284668,1.3853950475576295,0.0013558294158428907,0.06432896107435226,0.02921370375699467
4,1,2,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[5, 4, 4, 4, 4, 4, 3, 2, 2, 3, 2, 3, 2, 3, 2, 3]",1.452021837234497,1.3863370478527917,0.0013558294158428907,0.06432896107435226,0.029232668302363818
4,1,2,16.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 2, 2, 3, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3]",1.4528565406799316,1.3873767544981987,0.0011508907191455364,0.06432896107435226,0.0292494728767342
2,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[13, 12, 15, 10]",1.4533048868179321,1.0101363339462281,0.3145105540752411,0.12865792214870453,0.029258499155541257
2,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[13, 12, 15, 10]",1.4533048868179321,1.0101363339462281,0.3145105540752411,0.12865792214870453,0.029258499155541257
2,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[15, 10, 13, 12]",1.4546449184417725,0.9684393317905664,0.35754767060279846,0.12865792214870453,0.029285477193315822
2,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[15, 10, 13, 12]",1.4546449184417725,0.9684393317905664,0.35754767060279846,0.12865792214870453,0.029285477193315822
4,1,2,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 4, 2, 2, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3]",1.4552085399627686,1.3897287537810357,0.0011508907191455364,0.06432896107435226,0.029296824240962662
4,1,2,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[5, 4, 4, 4, 4, 4, 4, 3, 1, 2, 2, 3, 2, 3, 2, 3]",1.4562029838562012,1.3905182241695895,0.0013558294158428907,0.06432896107435226,0.02931684477215343
2,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.4648780822753906,1.44879582017794,0.0,0.016082240268588066,0.029491495227177936
2,2,1,16.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.4651541709899902,1.4490719154117975,0.0,0.016082240268588066,0.02949705355254809
2,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.465935230255127,1.4498529765395793,0.0,0.016082240268588066,0.02951277814141909
2,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.466440200805664,1.4503579424335038,0.0,0.016082240268588066,0.02952294440491994
2,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.4715160131454468,1.455433748486859,0.0,0.016082240268588066,0.029625132632871466
2,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.4720821380615234,1.4559998983158147,0.0,0.016082240268588066,0.02963653007984161
4,1,2,16.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3]",1.4828935861587524,1.400546547607519,0.01801813393831253,0.06432896107435226,0.018691049823760984
2,2,1,16.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.5267707109451294,1.510688385227695,0.0,0.016082240268588066,0.01924409660551283
4,1,4,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[9, 7, 9, 6, 3, 5, 5, 6]",1.5274620056152344,1.3971723278054,0.00163168809376657,0.12865792214870453,0.03075145911004808
4,1,4,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[9, 7, 9, 7, 4, 3, 5, 6]",1.5282180309295654,1.397928327042699,0.00163168809376657,0.12865792214870453,0.030766679705686036
4,1,4,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[9, 7, 9, 7, 4, 5, 3, 6]",1.5317939519882202,1.4015043300577403,0.00163168809376657,0.12865792214870453,0.030838671539074842
4,1,4,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[9, 7, 9, 5, 4, 5, 5, 6]",1.534500002861023,1.4042103298150301,0.00163168809376657,0.12865792214870453,0.030893150807599225
4,1,4,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[9, 7, 9, 7, 4, 5, 5, 4]",1.5422099828720093,1.4119203292765619,0.00163168809376657,0.12865792214870453,0.03104837112350596
4,1,4,8.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[10, 6, 9, 7, 4, 4, 4, 6]",1.5487596988677979,1.418316328618765,0.001785392058081925,0.12865792214870453,0.031180232553044952
2,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[7, 5, 6, 7, 7, 6, 6, 6]",1.5660899877548218,1.5327747093910968,0.0011508907191455364,0.03216448053717613,0.031529132668475304
4,1,1,32.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",1.5714712142944336,1.5393067303347359,0.0,0.03216448053717613,0.031637469613869984
4,1,4,8.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[8, 8, 9, 6, 4, 4, 5, 6]",1.5844923257827759,1.4276823281543327,0.02815207652747631,0.12865792214870453,0.019971645492977565
2,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.5936319828033447,1.5603167291187765,0.0011508907191455364,0.03216448053717613,0.03208361882356802
2,2,2,8.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 6, 5, 7, 7, 5, 6, 7]",1.5944373607635498,1.5611220984674161,0.0011508907191455364,0.03216448053717613,0.032099833005865414
2,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 6, 5, 7]",1.5944373607635498,1.5611220984674161,0.0011508907191455364,0.03216448053717613,0.032099833005865414
2,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.594491720199585,1.5611764579034513,0.0011508907191455364,0.03216448053717613,0.03210092739117145
2,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.594491720199585,1.5611764579034513,0.0011508907191455364,0.03216448053717613,0.03210092739117145
4,1,4,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[8, 6, 4, 7, 8, 5, 5, 7]",1.59575617313385,1.4656203330495359,0.0014779840130358934,0.12865792214870453,0.03212638384937577
4,1,1,32.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",1.5980331897735596,1.5658687310668007,0.0,0.03216448053717613,0.03217222563387288
4,1,1,32.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2]",1.5980331897735596,1.565868731066801,0.0,0.03216448053717613,0.03217222563387288
2,2,2,8.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 6, 6, 6, 7, 5, 6, 7]",1.5980393886566162,1.5647241375363536,0.0011508907191455364,0.03216448053717613,0.03217235043219725
4,1,1,32.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 3, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2]",1.598351240158081,1.5661867319839975,0.0,0.03216448053717613,0.032178628747900326
4,1,1,32.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",1.5983752012252808,1.5662107284414546,0.0,0.03216448053717613,0.03217911114142338
4,1,1,32.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2]",1.6022151708602905,1.5700507316040768,0.0,0.03216448053717613,0.032256418903436924
4,1,1,32.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",1.6022151708602905,1.5700507316040766,0.0,0.03216448053717613,0.032256418903436924
4,1,1,32.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2]",1.6048970222473145,1.5727325249463324,0.0,0.03216448053717613,0.020228835355970594
2,2,2,8.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[7, 5, 6, 7, 7, 5, 6, 7]",1.6177903413772583,1.56370417913422,0.021921727806329727,0.03216448053717613,0.020391348480648466
1,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.6238551139831543,1.241698985646038,0.3178271949291229,0.06432896107435226,0.03269208265391985
1,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.6238551139831543,1.241698985646038,0.3178271949291229,0.06432896107435226,0.03269208265391985
1,2,4,4.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.628032922744751,1.2458767949137837,0.3178271949291229,0.06432896107435226,0.020520450528462728
1,2,4,4.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.628032922744751,1.2458767948741873,0.3178271949291229,0.06432896107435226,0.032776191924611724
1,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.630645751953125,1.2484896266468668,0.3178271949291229,0.06432896107435226,0.03282879441833496
1,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.630645751953125,1.2484896266468668,0.3178271949291229,0.06432896107435226,0.03282879441833496
1,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.632561206817627,1.2504050815113688,0.3178271949291229,0.06432896107435226,0.03286735710056623
1,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[13, 12, 13, 12]",1.632561206817627,1.2504050815113688,0.3178271949291229,0.06432896107435226,0.03286735710056623
4,1,8,4.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[11, 14, 13, 12]",1.758975863456726,1.358844472854614,0.2714734375476837,0.12865792214870453,0.03541238612927993
4,1,8,4.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[11, 14, 13, 12]",1.7630797624588013,1.3629484727280212,0.2714734375476837,0.12865792214870453,0.022222640917036268
2,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.7951029539108276,1.4129467631933121,0.3178271949291229,0.06432896107435226,0.03613971076372597
2,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.7951029539108276,1.4129467631933121,0.3178271949291229,0.06432896107435226,0.03613971076372597
2,2,4,4.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.8017090559005737,1.419552865649611,0.3178271949291229,0.06432896107435226,0.0362727073780232
2,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.806897521018982,1.4247413351949698,0.3178271949291229,0.06432896107435226,0.036377163575523425
2,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.806897521018982,1.4247413351949698,0.3178271949291229,0.06432896107435226,0.036377163575523425
2,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.8107284307479858,1.4285722449239737,0.3178271949291229,0.06432896107435226,0.03645428893998596
2,2,4,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge']","[13, 12, 13, 12]",1.8107284307479858,1.4285722449239737,0.3178271949291229,0.06432896107435226,0.03645428893998596
2,2,4,4.0,"['g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 13, 12]",1.8153704404830933,1.4332142476923764,0.3178271949291229,0.06432896107435226,0.022881735863155787
4,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.8360594511032104,1.819977181912341,0.0,0.016082240268588066,0.0369642628927297
4,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 11, 14]",1.841385006904602,1.3982164736979008,0.3145105540752411,0.12865792214870453,0.0370714790531728
4,1,8,4.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[13, 12, 11, 14]",1.841385006904602,1.3982164736979008,0.3145105540752411,0.12865792214870453,0.0370714790531728
4,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.8568905591964722,1.840808259067641,0.0,0.016082240268588066,0.03738364286184973
4,2,1,16.0,"['p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.8574427366256714,1.8413604495353562,0.0,0.016082240268588066,0.03739475951259003
4,2,1,16.0,"['p4d.24xlarge', 'p4d.24xlarge', 'g5.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge', 'p4d.24xlarge']","[4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",1.8590048551559448,1.84292257179092,0.0,0.016082240268588066,0.03742620869033204
